name,business_id,reviews/total,location/latitude,location/longitude,location/address,stars,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5
ComputerGuys,cD505Hke2u5aZbPbcyn8lQ,3,33.5976058301,-112.169380188,"12234 N 51st  Ave
Glendale, AZ 85304",5,Local Services,Computers,Shopping,IT Services & Computer Repair,,
FedEx World Service Center,41NKYpTUlVCLCkLp8_-xDA,3,33.4634551,-111.9086227,"1375 N Hayden Rd
Scottsdale, AZ 85257",2.5,Local Services,Shipping Centers,Couriers & Delivery Services,,,
Panda Express,dVdZTdXcz2W-Hp3NFXQuJA,7,33.5239216,-112.1517866,"4309 W Bethany Home Rd
Glendale, AZ 85301",4,Chinese,Restaurants,,,,
Viva Mexican Grill,4zkNU2m_LKPo2h790zfXAw,7,33.421215,-112.269912,"9820 W Lower Buckeye Rd Ste 103
Tolleson, AZ 85353",3,Mexican,Restaurants,,,,
The Blue Jean Buyer,Um3jd0UWAv1Ak_R-jlAGlw,6,33.4490864,-111.9264533,"1810 N Scottsdale Rd
Tempe, AZ 85281",4.5,Thrift Stores,Men's Clothing,Fashion,Shopping,,
Centre For Contemporary Dental Concepts,NN0BUzaQds7RJab1EeQtgA,3,33.335031,-111.943587,"420 W Warner Rd
Ste 101
Tempe, AZ 85284",4.5,Health & Medical,Dentists,General Dentistry,Cosmetic Dentists,,
Oasis Cafe,tPdgxflynfF_xHWCd_SpwQ,3,33.4148837,-111.9169665,"1310 E Apache Blvd
Tempe, AZ 85281",3.5,Restaurants,,,,,
Albertsons-Osco,CpfGjyBi2MXgC-c5X7hSdA,7,33.5542363,-112.09865,"8035 N 19th Ave
Phoenix, AZ 85021",2.5,Shopping,Drugstores,,,,
Stew Keene,stidP8I8uld0nh63ux2-qA,5,33.507962,-112.028682,"2415 E Camelback Rd
Ste 700
Phoenix, AZ 85016",5,Real Estate,Real Estate Services,Home Services,Real Estate Agents,,
Hacker Accounting,2k1I66IxKL9vJnRQhXWkDQ,4,33.597474,-112.119087,"13201 N 35th Ave
Ste 3B
Phoenix, AZ 85029",5,Accountants,Professional Services,,,,
Picnic Company Gourmet Cafe,vBcuToSvuwBYFQUMdDKJqw,9,33.495978,-111.927635,"7117 E 3rd Avenue
Scottsdale, AZ 85251",3,American (Traditional),Sandwiches,Restaurants,,,
Metro Light Rail,bts6jVczHJuWzpT8Y26UsQ,131,33.449799,-112.074714,"101 N 1st Ave
Ste 2430
Phoenix, AZ 85003",3.5,Hotels & Travel,Public Transportation,Transportation,,,
Charleston's,Rus-ewyqLj2D1RlqK-je4w,51,33.3844325,-111.8052763,"1623 S. Stapley Dr.
Mesa, AZ 85204",4,American (Traditional),Restaurants,,,,
Starbucks Coffee Company,4fO13y8cHH5Loaae7rnExA,8,33.6538701,-112.1862718,"18555 N 59th Avenue
Glendale, AZ 85308",3.5,Food,Coffee & Tea,,,,
Dillon's Bbq Scorpion Bay,y7YrA6WC9AXHtKFOdQNALg,3,33.8724357,-112.2964374,"10970 W Peninsula Rd
Morristown, AZ 85342",3,Barbeque,Restaurants,,,,
Grimaldi's,x4L42igQPv4TFlqGR2Wthg,82,33.6729823,-111.8904749,"20715 N Pima Rd
Scottsdale, AZ 85255",4,Pizza,Restaurants,,,,
Discount Tire,UAR9XXVVTQ5shxvU80C1dA,11,33.349571,-111.956978,"1130 W Elliot Road
Tempe, AZ 85284",4,Tires,Automotive,,,,
The Gelato Spot,aGaoRZay5PRieFvTK6VkmQ,27,33.6266195,-111.9956936,"4010 E Greenway Rd
Phoenix, AZ 85032",4.5,Food,Gelato,,,,
Ollie's Omelette House,V6_sVDynh9Q0rSfbPYrqjQ,11,33.5677976,-112.1707825,"5166 W Olive Ave
Glendale, AZ 85302",2.5,American (Traditional),Restaurants,,,,
Taco Bell,K9fIADfO_zKFPFm75A1Hxw,6,33.495225,-112.028453,"2440 E Indian School Rd
Phoenix, AZ 85016",2.5,Fast Food,Mexican,Restaurants,,,
Dazbog Coffee Co,CrBsdxqOjPdnfsDxV89GJQ,11,33.6341247,-111.9253636,"16275 N Scottsdale Rd
Scottsdale, AZ 85254",4.5,Food,Coffee & Tea,,,,
Blue Hound Kitchen & Cocktails,kr3EFhoSwbJPrL_e_RD39g,78,33.4471735,-112.073781,"2 E Jefferson St
Phoenix, AZ 85004",3.5,American (New),Restaurants,,,,
Danny's Family Car Wash,oAu4UhH58B8kIzTNL2WxOA,3,33.638426,-112.1867882,"5901 W Bell Rd
Glendale, AZ 85308",2,Car Wash,Automotive,,,,
Via Ventura Apartments,SspuGxPX7AEIh_0KqR3RqQ,3,33.5543372,-111.9007022,"8375 E Via De Ventura Drive
Scottsdale, AZ 85258",2.5,Home Services,Real Estate,Apartments,,,
Pospisil Family Dentistry,6n_YkYKnr5clOlVZ5Kerxw,5,33.3929657,-111.8969659,"2076 E Southern Ave
Ste C101
Tempe, AZ 85282",5,Health & Medical,Dentists,General Dentistry,,,
Little Chops,9rm2_ReZLPm3kOUiMpb0ZQ,4,33.6383174,-112.2183725,"7410 W Bell Road
Glendale, AZ 85308",3,,,,,,
China Magic Noodle House,jfDBaBgwINrGYAo8p2MJ4g,143,33.3354566,-111.876337,"2015 N Dobson Rd
Chandler, AZ 85224",4,Food,Donuts,Chinese,Restaurants,,
City Wide Plumbing & Service Company,3O-01lUwrdNCSrqDoJ7CvA,3,33.364987,-111.943955,"401 W Orion St
Tempe, AZ 85283",5,Plumbing,Home Services,,,,
Arizona Fun Services,Zw1tNtyXA1kLABiZU0pa_g,12,33.4077371,-111.9019229,"1938 E Broadway Rd
Tempe, AZ 85282",4.5,Arts & Crafts,Shopping,Costumes,Party & Event Planning,Event Planning & Services,
International House of Pancakes,p1ntTC9-CI6x5Y_nUoo6Ag,9,33.599162,-111.987194,"4501 E Cactus Rd
Phoenix, AZ 85032",3,Breakfast & Brunch,American (Traditional),Restaurants,,,
Kai-Zen Wellness,qSSEcFlLt5W0QlwsNbtFcA,6,33.6244795,-111.8898236,"15300 N 90th St
Ste 950
Scottsdale, AZ 85260",5,Acupuncture,Health & Medical,Massage,Chiropractors,Beauty & Spas,
NextCare Urgent Care,0f1oltdXd_3elbeLPK49Og,4,33.5812799583,-111.9211581993,"7425 E. Shea Blvd.
Ste. 108
Scottsdale, AZ 85260",3,Health & Medical,Urgent Care,,,,
Fort McDowell Adventures,TKJ2qE4NQfTBvekYs7JkGg,10,33.634043,-111.6520167,"14803 N Hiawatha Rd
Fort McDowell, AZ 85264",4.5,Event Planning & Services,Venues & Event Spaces,Nightlife,,,
"Chandler Public Library, Sunset Branch",Kpzao8fG7lVLJlm-HoWKPg,10,33.321412,-111.925121,"4930 W Ray Rd
Chandler, AZ 85226",4,Libraries,Public Services & Government,,,,
Chico's Tacos,D09yG6Z3gcsh24Qn7Y4gYA,44,33.4657117,-112.0657286,"530 E McDowell Rd
Ste 103
Phoenix, AZ 85004",3,Mexican,Restaurants,,,,
Sullys Barber Shop,JWlQNsVneif1VniNHH5t3g,3,33.393607,-111.849314,"830 W Southern Avenue
Mesa, AZ 85210",4.5,Barbers,Beauty & Spas,,,,
Chipotle Mexican Grill,UCjtaUCtJPbTUouHtQURvQ,31,33.626109,-111.924591,"15425 N Scottsdale Rd
Scottsdale, AZ 85254",3.5,Tex-Mex,Restaurants,,,,
Fancy Nails & Spa,Na2wKw552Ioxdbq_JDPXgQ,3,33.3053855,-111.966488,"7200 W Chandler Blvd
Ste 8
Chandler, AZ 85226",3,Day Spas,Beauty & Spas,Nail Salons,,,
Capistrano's Bakery,9LW9OkXJi7j-ccNXczr34g,3,33.39446,-111.950007,"807 W Geneva Drive
Tempe, AZ 85282",2.5,Bakeries,Food,,,,
BevMo,lVXDmY6UQ2cCimhPXpnYZA,7,33.7073905,-112.2726494,"24650 N Lake Pleasant Pkwy
Peoria, AZ 85383",3.5,Food,"Beer, Wine & Spirits",,,,
Serrano & Kyger Family Orthodontics,JRtU_a6IEFMlrUvh_nE3ng,4,33.306771,-111.854917,"800 W Chandler Blvd
Ste 5
Chandler, AZ 85225",5,Health & Medical,Dentists,Orthodontists,,,
Baby's Steak and Lemonade,quC5RWW7jSqVHGw0YCbwAw,20,33.6527896,-112.2363922,"8285 W Union Hills Dr
Glendale, AZ 85308",3.5,American (Traditional),Sandwiches,Restaurants,,,
Arby's Roast Beef,MUd_a4ngT25KmKKn5hs-YA,3,33.349518,-111.962579,"1392 W Elliot Road
Tempe, AZ 85284",3,Restaurants,,,,,
Los Rubios Mexican Food,V4wiGd78Si52Gys9gmoZCg,20,33.3052816859,-111.7205393314,"2473 S Higley Rd
Gilbert, AZ 85295",3.5,Mexican,Restaurants,,,,
RigaTony's,ceQeRzmIpLKPO-ZkB5CIvQ,4,33.4349623,-111.8261082,"223 E Brown Rd
Mesa, AZ 85201",4.5,Food,Restaurants,Italian,,,
Pei Wei Asian Diner,zUGy_9UtKDfjotmWpCu_Sg,16,33.465665,-112.340224,"1619 N Dysart Rd
Avondale, AZ 85392",4,Asian Fusion,Restaurants,,,,
El Pollo Loco,TBTaMIaeDw5B79hXDZBtrA,6,33.4806196,-111.9926866,"4102 E Thomas Road
Phoenix, AZ 85018",4,Mexican,Restaurants,,,,
Legend Trail Golf Club,QaYbXnV84aD-BdZ56EFUTw,5,33.8170175,-111.8821577,"9462 E Legend Trail Drive
Cave Creek, AZ 85331",4.5,Active Life,Golf,Restaurants,,,
Krispy Kreme Doughnuts,Tgk_OouuTX4UreQcHbem4A,12,33.458928,-112.0655978,"620 E Roosevelt St
Phoenix, AZ 85004",1.5,Food,Donuts,,,,
Eight Arizona PBS,o2rrTbAxGXrdQKQvKDcGiA,11,33.453814,-112.073239,"555 N Central Ave
Ste 500
Phoenix, AZ 85004",4.5,Television Stations,Mass Media,,,,
Taylor's Cafe,UxvOXcoCRFRAVhRB0D9imw,77,33.5108208,-111.9862703,"5053 N 44th St
Phoenix, AZ 85018",3.5,Breakfast & Brunch,Restaurants,,,,
Sola Coffee Bar,xkiuVkKXZp6I1ITe8xhIgg,57,33.4982894,-111.9275491,"7124 E 5th Ave
Scottsdale, AZ 85251",4,Food,Coffee & Tea,,,,
Dash Designs,pPmAy9Bi0vvO9rEpJzvLxw,3,33.3676699,-111.942581,"6014 S Ash Avenue
Tempe, AZ 85283",3.5,,,,,,
Sprint,aIpqc26pFPyEglBrs0k7EA,4,33.5102068,-112.0272041,"2502 E Camelback Road
Phoenix, AZ 85016",3,Shopping,Mobile Phones,,,,
Arizona Keys Locksmith,WBK5EJ73mmfGEW9DolBtBA,7,33.6256806,-112.0307204,"15244 N Cave Creek Rd
Phoenix, AZ 85032",4.5,Keys & Locksmiths,Home Services,,,,
Rodney Gentry,7whi5KTXSNkZaSMZ_NRAmw,4,33.626594,-111.918153,"Noel Pereira Hair Studio & Spa
15551 N Greenway Hayden Lp
Scottsdale, AZ 85260",5,Hair Salons,Beauty & Spas,,,,
Coco's Family Restaurant,r6Hq9Cdh6eknx_1syrdusg,3,33.599354,-112.280345,"10243 Grand Avenue
Sun City, AZ 85351",2.5,Bakeries,Food,American (Traditional),Restaurants,,
The Sub Shop,hm6C88ehaQy721_r98krpw,3,33.464515,-111.927493,"7047 E McDowell Rd
Scottsdale, AZ 85257",3.5,Delis,Restaurants,,,,
Hong Kong Restaurant,UxMnY3Dxafucv5cXHyfBSA,14,33.4949655,-112.0310218,"2328 E Indian School Rd
Phoenix, AZ 85016",3.5,Buffets,Chinese,Restaurants,,,
La Placita Cafe,7KCLeDNdFDkdoA6MUavxwQ,10,33.370799,-112.585455,"424 E Monroe Avenue
Buckeye, AZ 85326",3,Mexican,Restaurants,,,,
Bell Drapery and Cleaners,1crzPdwnlm2zHdQ2nP4n7w,17,33.475036,-112.065649,"2502 N 7th St
Phoenix, AZ 85006",4.5,Local Services,Dry Cleaning & Laundry,,,,
NYPD Pizza,LYcw5qaBPhfrXhdDLadU4A,5,33.4658259,-112.0816281,"556 W McDowell Rd
Phoenix, AZ 85003",2.5,Pizza,Restaurants,,,,
Grayhawk Golf Club,DrpGonLYPBpAhCb4q66liw,9,33.677676,-111.897056,"8620 E Thompson Peak Pkwy
Scottsdale, AZ 85255",3.5,Active Life,Golf,,,,
Khai Hoan Restaurant,MAfc2V_EVtyR9rMxxEAPLg,141,33.4146742,-111.913402,"1537 E Apache Blvd
Tempe, AZ 85281",4,Vietnamese,Restaurants,,,,
Gainey Ranch Golf Club,5hh-yl9v1gGqeLzA1gIOzA,8,33.5684851,-111.9185019,"7600 Gainey Club Dr
Scottsdale, AZ 85258",4,Active Life,Wedding Planning,Golf,Event Planning & Services,Venues & Event Spaces,
Charlie's,eFK2QePKvAowH-uX-0V4hQ,70,33.508834,-112.083991,"727 W Camelback Rd
Phoenix, AZ 85013",3.5,Bars,Gay Bars,Nightlife,Dance Clubs,,
Boomer's Sweet Home Chicago,P8nxceIIh7XBuEwLWwrSyw,13,33.640488,-112.18688,"5932 W Bell Rd
Ste D-109
Glendale, AZ 85308",3.5,Burgers,Fast Food,Hot Dogs,Restaurants,,
Gyro's House,2to5b5taseO9zZ9tnQqhlw,18,33.553457,-112.098337,"1810 W Northern Ave
Phoenix, AZ 85021",3.5,Greek,Mediterranean,Restaurants,,,
LV Bistro,oRwWdpARqCjam6k_za8wOA,9,33.6462961,-111.9189477,"The Scottsdale Princess Hotel
7575 E. Princess Drive
Scottsdale, AZ 85255",2.5,American (Traditional),Restaurants,,,,
Aj's Purveyor of Fine Foods,oOo0xGOVq7cYTP1fORdoFg,42,33.317906,-111.964138,"7131 W Ray Rd
Chandler, AZ 85226",4,Food,Specialty Food,Grocery,"Beer, Wine & Spirits",,
Glendale Chocolate Affaire,TCi5dyUUVHvFctgkstc1Kg,12,33.534184,-112.174034,"59th and Glendale Ave
Glendale, AZ 85301",2.5,Arts & Entertainment,Festivals,,,,
Cheba Hut,HMUvbAHRnbAczNrYy8e5MA,137,33.422728,-111.951494,"960 W University Dr
Ste 108
Tempe, AZ 85281",3.5,Sandwiches,Restaurants,,,,
Officemax,aVpk6sNN96kOuXRP8gpgLQ,3,33.382094,-111.8060357,"1727 S Stapley Drive
Mesa, AZ 85204",2.5,Shopping,Office Equipment,,,,
Target Stores,nxXNJyYrUqPrSYn3gev2cg,5,33.421213,-112.270225,"9830 W Lower Buckeye Rd
Tolleson, AZ 85353",4,Department Stores,Fashion,Shopping,,,
Pawn1st,CsO0gepSDPwR3Iw2qJJNdw,5,33.5751665,-112.1183657,"9825 N Metro Pkwy E
Phoenix, AZ 85051",3,Shopping,Pawn Shops,,,,
The Vig Uptown,WS1z1OAR0tRl4FsjdTGUFQ,219,33.5242704,-112.0474619,"6015 N 16th St
Phoenix, AZ 85014",4,American (New),Restaurants,,,,
Dolphin Car Wash,uU_GiwzWf314dy0WY28Mgg,4,33.3794698,-111.6878163,"2039 S Power Road
Mesa, AZ 85209",5,Car Wash,Automotive,,,,
Old Town Books,yOqbQmXXUYmgeBbimTbv2Q,7,33.4252525,-111.9400606,"518 S Mill Ave
Tempe, AZ 85281",4.5,"Books, Mags, Music & Video",Shopping,Bookstores,,,
Big 5 Sporting Goods,1DXImhJuHhU221oRQ8zJ9g,6,33.4870816,-111.9089158,"3330 N Hayden Road
Scottsdale, AZ 85251",3,Sporting Goods,Shopping,,,,
Leslie's Swimming Pool Supplies,cKYeltYsLZiBOyjMwCOHoA,3,33.6108224,-112.1310283,"3425 W Thunderbird Rd
Ste 3
Phoenix, AZ 85053",2.5,Hot Tub & Pool,Shopping,Home & Garden,,,
Firestone Complete Auto Care Center,B0gzu6SbngM6bRH69jV0Iw,7,33.5020347,-111.9190324,"7531 E Camelback Rd
Scottsdale, AZ 85251",4,Auto Repair,Automotive,,,,
Harry and David,7kBYyMuZd7FpkzRDp2oREA,3,33.5025941,-111.9296765,"7014 E Camelback Rd
Scottsdale, AZ 85251",4,Food,Specialty Food,,,,
The Baker's Daughter,2HJW3ZhbCEHZRzQxGYgT_Q,14,33.567236,-112.08214,"8847 N 7th Ave
Phoenix, AZ 85021",4.5,Food,Desserts,Bakeries,,,
Danny's Family Carousel Car Wash,wKXHOkQropo-YG60OvN6Uw,8,33.654003,-112.170133,"315 W. Bell Rd.
Glendale, AZ 85308",2.5,Car Wash,Automotive,Gas & Service Stations,,,
Brunswick Via Linda Lanes,022T8YSRmb3b1BfwzO3F7Q,18,33.5693722,-111.885574,"9027 E Via Linda
Scottsdale, AZ 85258",4,Active Life,Bowling,,,,
Waffle House Restaurant,nY2QBNMEfT3j68j-DHOGyg,21,33.640625,-112.112867,"2516 W Bell Rd
Phoenix, AZ 85023",3.5,Burgers,American (Traditional),Restaurants,,,
Borders,TyxoytQnWoOr8wcTZqVYjQ,4,33.3889305,-111.8558709,"1361 S Alma School Rd
Mesa, AZ 85210",3.5,Music & DVDs,"Books, Mags, Music & Video",Shopping,Bookstores,,
Society Cleaners,h3RVuZm8c4OsyKUlOKC-Rg,3,33.5092826,-112.073285,"16 E Camelback Rd
Phoenix, AZ 85012",3.5,Local Services,Dry Cleaning & Laundry,,,,
KW Plumbing,0o8qmCKnd7MomSnDGeGGyQ,5,33.7019056,-111.9252766,"23623 N Scottsdale Rd
Ste D3-246
Scottsdale, AZ 85255",5,Plumbing,Home Services,,,,
Subway,z7Gsx3Kwa99PejQpf9Ps7Q,9,33.6242942,-112.4249999,"17019 W Greenway Rd
Ste 113
Surprise, AZ 85388",3.5,Sandwiches,Restaurants,,,,
Kodi's Natural Pet Foods,tnqT1SOWu3U8SnAXNpsmWQ,5,33.5252117,-112.0476197,"6058 N. 16th St.
Phoenix, AZ 85016",4.5,Pets,Pet Stores,,,,
Ray Family Dental Care,WJ_0d4hXRC7zT3z9Xtj84Q,3,33.351036,-111.859673,"3180 N Alma School Rd
Ste 3
Chandler, AZ 85224",4.5,Health & Medical,Dentists,,,,
Jen's Pet Sitting,utVe80w-NAj9KMtIwJo22g,6,33.5080943,-112.0863874,"Phoenix, AZ 85013",5,Pet Services,Dog Walkers,Pet Boarding/Pet Sitting,Pets,,
Phoenix Mountain Animal Hospital,zLhfnbcnGg01_lltvrHVBQ,10,33.5980404,-111.9790497,"4727 E Cactus Rd
Ste 124
Phoenix, AZ 85032",5,Veterinarians,Pets,,,,
Carl's Jr 7628,lrSv_9iHCrbAFpPin2LcqQ,7,33.623202,-111.897288,"15144 N Northsight Boulevard
Scottsdale, AZ 85260",3.5,Restaurants,,,,,
LA Fitness,9P9MqY3VVUc63qJR2iWg5A,10,33.557438,-112.108072,"8221 N. 23Rd Avenue
Phoenix, AZ 85021",2.5,Active Life,Gyms,Trainers,Fitness & Instruction,,
Grill Wrap Cafe,38TiseZcVyypjNzuOROOWQ,4,33.305766,-111.979651,"4804 E Chandler Blvd
Ste 108
Phoenix, AZ 85048",4,Mediterranean,Restaurants,,,,
Coffee Plantation,3ZzLRa20P219UWXIxMTXrg,12,33.5094737,-112.0284299,"2468 E Camelback Rd
Phoenix, AZ 85016",2.5,Food,Coffee & Tea,,,,
VCA Tri City Animal Hospital and Acacia Cat Hospital,5x_AXBG8EVUpytxjHSIiAw,7,33.407899,-111.889036,"2332 E Broadway Road
Tempe, AZ 85282",4,Pet Services,Veterinarians,Pet Boarding/Pet Sitting,Pets,,
SWB Southwest Bistro,g-eZgnBDvSDguF8cUxKCkA,19,33.5670375,-111.9184649,"7500 E Doubletree Ranch Rd
Scottsdale, AZ 85258",4,American (Traditional),Restaurants,,,,
Starbucks,5yT-0wF-QK_xAnFkymam6g,26,33.425711,-111.94047,"420 S Mill Ave
Tempe, AZ 85281",3.5,Food,Coffee & Tea,,,,
Sweeties Candy of Arizona,7tPe20uDErh-iSkfNEWzVQ,37,33.3061062,-111.8603327,"1050 W Chandler Blvd
Ste 2
Chandler, AZ 85224",4.5,Food,Specialty Food,Candy Stores,,,
La Raza Steaks and Ribs,FqVf9SmUPHk6Do36XoKLAg,4,33.414363,-111.551433,"495 W Apache Trl
Apache Junction, AZ 85120",3.5,Steakhouses,Restaurants,,,,
Super L Ranch Market,5x3aA0DSo8nqU13IZyH79A,47,33.4552907,-111.9878697,"668 N 44th St
Phoenix, AZ 85008",4,Food,Ethnic Food,Grocery,Specialty Food,,
Noche de Gourmet,JUDKNzY9GZFH_0fX6cnI7g,3,33.523043,-112.026658,"Wrigley Mansion
2501 E Telewa Trl
2501 E Telewa Trl
Phoenix, AZ 85016",5,Local Flavor,,,,,
A Tint of Excellence,LTqA_NSvhLDmmKCar9R_MQ,3,33.6764879,-112.0971866,"1731 W Rose Garden Ln
Ste 5
Phoenix, AZ 85027",3.5,Automotive,,,,,
Lady Luck Tattoo,nCp4-Q3Su5ozUuv8P8LvvQ,3,33.457118,-112.0898162,"1301 N.W. Grand Ave
Studio 3
Phoenix, AZ 85007",5,Tattoo,Beauty & Spas,,,,
Canyon State Electronics,9oJ3tIJfOd-34XoN-JLziA,3,33.3802949,-111.811327,"955 E Javeilna Ave
Ste B105
Mesa, AZ 85204",3.5,Local Services,Appliances & Repair,,,,
Eeko Studio,udaV3Bywebrpm_zCeYFpjA,5,33.457334,-112.064827,"825 N 7th St
Phoenix, AZ 85006",5,Web Design,Graphic Design,Professional Services,,,
Staples,cZQAS9sdTBaME7zh49cyDQ,4,33.346843,-111.958297,"1275 W Elliot Rd
Tempe, AZ 85284",3.5,Shopping,Office Equipment,,,,
Stylin Katt's Hair Salon,WZ0Je6CrXeQixF8TxzPZfQ,3,33.638108,-112.167852,"4961 W Bell Rd
Glendale, AZ 85308",2.5,Hair Salons,Beauty & Spas,,,,
Travel Centers of America,awMNRQ7CrvvW2VkHUGUbjg,4,33.459657,-112.784167,"1010 N 339th Ave
Tonopah, AZ 85354",3.5,Automotive,Gas & Service Stations,,,,
Quiktrip #467,78MMooWF0817lobOBJHHxQ,3,33.3894085,-111.9603884,"3875 S Priest Drive
Tempe, AZ 85282",5,,,,,,
Mercie J Auto Care,vCM5pFtLP_Fj1Q3FIla53g,3,33.415267,-111.765439,"3051 E Main St
Mesa, AZ 85213",5,Auto Repair,Automotive,,,,
Azure Reflexology Massage,f714Tlf68rHz-tsx44206A,4,33.456872,-112.393383,"15557 W Roosevelt St
Ste 103
Goodyear, AZ 85338",4.5,Massage,Beauty & Spas,,,,
Dottie's True Blue Cafe,qKBdXH1kZNU-c9BHQaTUag,35,33.496181488,-111.9288101196,"4151 N Marshall Way
Scottsdale, AZ 85251",3.5,Breakfast & Brunch,American (New),Cafes,Restaurants,,
Desert Swirl Frozen Yogurt,XhdMiSn0b3O929YpjVBMHw,20,33.6106567,-112.1506612,"4273 W Thunderbird Rd
Phoenix, AZ 85053",4,Food,Ice Cream & Frozen Yogurt,,,,
Skin Concepts,gTljjX9KfEJ44Db2vU-TBA,3,33.332396,-111.911885,"9020 S McClintock Drive
Tempe, AZ 85284",5,Skin Care,Hair Removal,Beauty & Spas,,,
Subway,3R6u2tUGBJq_8xIGsy-fcg,4,33.639969,-112.010011,"3329 E Bell Rd
Ste 16
Phoenix, AZ 85032",4,Fast Food,Sandwiches,Restaurants,,,
Mystery Castle,cgpAUKkZEBbt_xBK_GpH9Q,14,33.35677,-112.062654,"800 E Mineral Rd
Phoenix, AZ 85042",4.5,Landmarks & Historical Buildings,Public Services & Government,Local Flavor,,,
Bashas',0jDkXQdprSgbx8GeK0dcTg,8,33.5380763,-112.0464479,"1625 E Glendale Ave
Phoenix, AZ 85020",2.5,Food,Grocery,,,,
Tempe Skate Park,Hr9mH3tfLc2ULNww9Sslyg,3,33.3411056,-111.9543856,"8403 S Hardy Dr.
Tempe, AZ 85281",3,Active Life,Parks,,,,
Target,3r5V8n1sabGkueQFsqoC6Q,12,33.5402911,-111.8870446,"9000 E Indian Bend Rd
Scottsdale, AZ 85250",3.5,Food,Department Stores,Grocery,Fashion,Shopping,
Club Tanning,09YNMPANM20sCJkVvMC1vg,4,33.3928752,-111.9375706,"109 E Southern Ave
Tempe, AZ 85282",4.5,Tanning,Massage,Beauty & Spas,,,
George's Gyros Greek Grill,--5jkZ3-nUPZxUvtcbr8Uw,11,33.4633733188,-111.926908493,"1336 N Scottsdale Rd
Scottsdale, AZ 85257",4.5,Greek,Restaurants,,,,
Raul & Theresa's Restaurant,pytGIsvsxzC64BbYhFHVjw,51,33.425207,-112.3566862,"519 W Main St
Avondale, AZ 85323",3.5,Mexican,Restaurants,,,,
McDonalds,5q2G7FK3J_Eml_mcldO7Lg,3,33.358449,-111.467314,"7138 E US Hwy 60
Gold Canyon, AZ 85218",2.5,Fast Food,Restaurants,,,,
Left Seat West,vLgKDL10f1tF-E0zvBPvvg,3,33.529018,-112.297783,"6801 N Glen Harbor Blvd
Ste 104
Glendale, AZ 85307",3.5,Breakfast & Brunch,American (Traditional),Diners,Restaurants,,
Ultimate Body Boot Camp,ALlmKKpKYM6waOC7IX_l_w,5,33.471677,-111.926688,"2200 N Scottsdale Rd
Ste Y
Scottsdale, AZ 85257",5,Nutritionists,Boot Camps,Health & Medical,Trainers,Fitness & Instruction,Active Life
ProTan USA,HV8JcFwOi3QFij9j5EjcdA,3,33.583968,-111.978793,"10810 N Tatum Blvd
Phoenix, AZ 85028",1,Tanning,Beauty & Spas,,,,
Five Guys Burger and Fries,jvvh4Q00Hq2XyIcfmAAT2A,52,33.503323,-111.9284569,"7014-590 E Camelback Rd
Scottsdale, AZ 85251",3.5,Burgers,Restaurants,,,,
Renaissance Festival,M1L8gJ_rcknK4CBeuSo9Jw,11,33.42,-111.57,"E of Apache Jct
Apache Junction, AZ 85220",4.5,Arts & Entertainment,Festivals,,,,
Press Coffee Roasters,3OF6i6LTzRXpwNgodv7aeQ,70,33.6235377,-111.925553,"15147 N Scottsdale Rd
Scottsdale, AZ 85254",4.5,Food,Coffee & Tea,,,,
Abacus Inn Chinese Restaurant-Arrowhead,Xh7lpLo9TxodWgV5VdWeiA,42,33.671403,-112.185076,"20329 N 59th Ave
Glendale, AZ 85308",3.5,Chinese,Restaurants,,,,
Days Inn Surprise Arizona,FWribAwx3XDkDpaPIJkekw,4,33.637457,-112.328481,"12477 West Bell Road
Surprise, AZ 85374",4.5,Hotels & Travel,Event Planning & Services,Hotels,,,
ZiNG,u6zEuzi4S0AtJBtKGZPxhQ,19,33.538351,-112.184609,"5819 W Glendale Ave
Glendale, AZ 85301",4,American (Traditional),Restaurants,,,,
Del Taco,ZaS6zYn_Pb3QrGRZJfNyzA,9,33.4079367,-111.9786535,"4252 S 48th St
Phoenix, AZ 85040",3,Mexican,Restaurants,,,,
Phoenix Mercury,1MDfrVkvxMKS06jPNPhLcA,7,33.445899,-112.071313,"201 E Jefferson St
Phoenix, AZ 85004",5,Arts & Entertainment,Professional Sports Teams,,,,
Chipotle Mexican Grill,-p-9eBYvts8tcalo5IWOKw,28,33.5033716,-111.9256326,"4513 N Scottsdale Rd
Scottsdale, AZ 85251",4.5,Tex-Mex,Restaurants,,,,
Hula's Modern Tiki,_FXql6eVhbM923RdCi94SA,437,33.5062078,-112.0739142,"4700 N Central Ave
Phoenix, AZ 85012",4,Seafood,Caribbean,Hawaiian,Restaurants,,
Sage Bar and Vietnamese Cuisine,DojLUQOpfZWs9HynUuZJ4g,21,33.304861,-111.927065,"4929 W Chandler Blvd
Chandler, AZ 85226",2.5,Bars,Vietnamese,Nightlife,Lounges,Restaurants,
Raise The Vibration,LZb9jNT1RDev4nBVBAfubA,3,33.507046,-112.02992,"4729 N 24th St
Phoenix, AZ 85016",5,Massage,Beauty & Spas,,,,
Kiwi Carpet Cleaning,6_fEp3GQ7X3fMfyZ18ZzrA,4,33.431043,-111.9392393,"60 E Rio Salado Pkwy
Ste 900
Tempe, AZ 85281",3.5,Home Services,Carpet Cleaning,Local Services,Office Cleaning,Home Cleaning,Professional Services
